27	51	0.950505
28	51	0.940904
29	51	0.9314
30	51	0.921992
31	51	0.912679
32	51	0.90346
33	51	0.894334
34	51	0.8853
35	51	0.876358
36	51	0.867506
37	51	0.858743
38	51	0.850069
39	51	0.841482
40	51	0.832982
41	51	0.824569
42	51	0.81624
43	51	0.807995
44	51	0.799833
45	51	0.791754
46	51	0.783756
47	51	0.77584
48	51	0.768003
49	51	0.760245
50	51	0.752566
51	51	0.744964
52	51	0.73744
53	51	0.729991
54	51	0.722617
55	51	0.715318
56	51	0.708092
57	51	0.70094
58	51	0.69386
59	51	0.686851
60	51	0.679913
61	51	0.673045
62	51	0.666247
63	51	0.659517
64	51	0.652855
65	51	0.646261
66	51	0.639733
67	51	0.633271
68	51	0.626874
69	51	0.620542
70	51	0.614274
71	51	0.608069
72	51	0.601927
73	51	0.595847
74	51	0.589829
75	51	0.583871
76	51	0.577973
77	51	0.572135
78	51	0.566356
79	51	0.560635
80	51	0.554972
81	51	0.549366
82	51	0.543817
83	51	0.538324
84	51	0.532886
85	51	0.527504
86	51	0.522175
87	51	0.516901
88	51	0.51168
89	51	0.506511
90	51	0.501395
91	51	0.49633
92	51	0.491317
93	51	0.486354
94	51	0.481441
95	51	0.476578
96	51	0.471764
97	51	0.466999
98	51	0.462282
99	51	0.457612
100	51	0.45299
101	51	0.448414
102	51	0.443885
103	51	0.439401
104	51	0.434963
105	51	0.430569
106	51	0.42622
107	51	0.421915
108	51	0.417653
109	51	0.413434
110	51	0.409258
111	51	0.405124
112	51	0.401032
113	51	0.396981
114	51	0.392972
115	51	0.389002
116	51	0.385073
117	51	0.381183
118	51	0.377333
119	51	0.373521
120	51	0.369748
121	51	0.366014
122	51	0.362316
123	51	0.358657
124	51	0.355034
125	51	0.351448
126	51	0.347898
127	51	0.344384
128	51	0.340905
129	51	0.337462
130	51	0.334053
131	51	0.330679
132	51	0.327338
133	51	0.324032
134	51	0.320759
135	51	0.317519
136	51	0.314312
137	51	0.311137
138	51	0.307994
139	51	0.304883
140	51	0.301803
141	51	0.298755
142	51	0.295737
143	51	0.29275
144	51	0.289793
145	51	0.286866
146	51	0.283968
147	51	0.2811
148	51	0.27826
149	51	0.275449
150	51	0.272667
151	51	0.269913
152	51	0.267187
153	51	0.264488
154	51	0.261816
155	51	0.259171
156	51	0.256554
157	51	0.253962
158	51	0.251397
159	51	0.248857
160	51	0.246344
161	51	0.243855
162	51	0.241392
163	51	0.238954
164	51	0.23654
165	51	0.234151
166	51	0.231786
167	51	0.229445
168	51	0.227127
169	51	0.224833
170	51	0.222562
171	51	0.220314
172	51	0.218088
173	51	0.215885
174	51	0.213705
175	51	0.211546
176	51	0.209409
177	51	0.207294
178	51	0.2052
179	51	0.203127
180	51	0.201076
181	51	0.199044
182	51	0.197034
183	51	0.195044
184	51	0.193074
185	51	0.191123
186	51	0.189193
187	51	0.187282
188	51	0.18539
189	51	0.183517
190	51	0.181664
191	51	0.179829
192	51	0.178012
193	51	0.176214
194	51	0.174434
195	51	0.172672
196	51	0.170928
197	51	0.169201
198	51	0.167492
199	51	0.165801
200	51	0.164126
201	51	0.162468
202	51	0.160827
203	51	0.159202
204	51	0.157594
205	51	0.156002
206	51	0.154427
207	51	0.152867
208	51	0.151323
209	51	0.149794
210	51	0.148281
211	51	0.146783
212	51	0.145301
213	51	0.143833
214	51	0.14238
215	51	0.140942
216	51	0.139518
217	51	0.138109
218	51	0.136714
219	51	0.135333
220	51	0.133966
221	51	0.132613
222	51	0.131273
223	51	0.129947
224	51	0.128635
225	51	0.127335
226	51	0.126049
227	51	0.124776
228	51	0.123516
229	51	0.122268
230	51	0.121033
231	51	0.11981
232	51	0.1186
233	51	0.117402
234	51	0.116216
235	51	0.115042
236	51	0.11388
237	51	0.11273
238	51	0.111591
239	51	0.110464
240	51	0.109348
241	51	0.108244
242	51	0.10715
243	51	0.106068
244	51	0.104997
245	51	0.103936
246	51	0.102886
247	51	0.101847
248	51	0.100818
249	51	0.0997999
250	51	0.0987918
251	51	0.0977939
252	51	0.0968061
253	51	0.0958282
254	51	0.0948603
255	51	0.0939021
256	51	0.0929536
257	51	0.0920147
258	51	0.0910852
259	51	0.0901652
260	51	0.0892544
261	51	0.0883529
262	51	0.0874604
263	51	0.086577
264	51	0.0857024
265	51	0.0848368
266	51	0.0839798
267	51	0.0831315
268	51	0.0822918
269	51	0.0814606
270	51	0.0806378
271	51	0.0798232
272	51	0.079017
273	51	0.0782188
274	51	0.0774287
275	51	0.0766466
276	51	0.0758724
277	51	0.075106
278	51	0.0743474
279	51	0.0735964
280	51	0.072853
281	51	0.0721171
282	51	0.0713886
283	51	0.0706675
284	51	0.0699537
285	51	0.0692471
286	51	0.0685477
287	51	0.0678553
288	51	0.0671698
289	51	0.0664914
290	51	0.0658197
291	51	0.0651549
292	51	0.0644968
293	51	0.0638453
294	51	0.0632004
295	51	0.062562
296	51	0.06193
297	51	0.0613045
298	51	0.0606853
299	51	0.0600723
300	51	0.0594655
301	51	0.0588648
302	51	0.0582702
303	51	0.0576816
304	51	0.057099
305	51	0.0565222
306	51	0.0559513
307	51	0.0553861
308	51	0.0548267
309	51	0.0542729
310	51	0.0537247
311	51	0.053182
312	51	0.0526448
313	51	0.052113
314	51	0.0515866
315	51	0.0510656
316	51	0.0505498
317	51	0.0500391
318	51	0.0495337
319	51	0.0490334
320	51	0.0485381
321	51	0.0480478
322	51	0.0475625
323	51	0.047082
324	51	0.0466065
325	51	0.0461357
326	51	0.0456697
327	51	0.0452084
328	51	0.0447517
329	51	0.0442997
330	51	0.0438522
331	51	0.0434092
332	51	0.0429708
333	51	0.0425367
