1	431.65
2	431.785
3	431.795
4	431.866
5	431.875
6	431.894
7	431.931
8	431.955
9	431.957
10	431.972
11	431.974
12	431.983
13	432.023
14	432.039
15	432.045
16	432.125
17	432.134
18	432.144
19	432.145
20	481.279
21	481.341
22	536.21
23	536.322
24	536.365
25	536.396
26	536.436
27	536.497
28	536.663
29	536.825
30	536.927
31	537.117
32	616.411
33	616.544
34	616.771
35	616.983
36	617.12
37	617.138
38	617.202
39	617.255
40	617.589
