1	13777.2
2	14380.1
3	24664.8
4	27423.2
5	61960.8
6	64881.1
7	64881.1
8	67531
9	69555.9
10	70763.9
11	71981.8
12	73812.6
13	74272.2
14	74775.4
15	74869.8
16	74972.4
17	78145.6
18	78698.6
19	78916.7
20	80192.7
21	81519.9
22	83304.1
23	84250.7
24	84646.5
25	84727.1
26	85449.3
27	85464.7
28	88929.8
29	89708.9
30	89810.7
31	93719.1
32	95313
33	96150
34	96436.6
35	99964.9
36	99971.9
37	102043
38	106950
39	107119
40	107127
