-2000	-2000	0	2.59526
-2000	-1878.38	0	2.70349
-2000	-1756.76	0	2.81518
-2000	-1635.14	0	2.92952
-2000	-1513.51	0	3.04535
-2000	-1391.89	0	3.16119
-2000	-1270.27	0	3.27515
-2000	-1148.65	0	3.38492
-2000	-1027.03	0	3.4878
-2000	-905.405	0	3.58068
-2000	-783.784	0	3.66019
-2000	-662.162	0	3.7228
-2000	-540.541	0	3.76507
-2000	-418.919	0	3.78389
-2000	-297.297	0	3.77677
-2000	-175.676	0	3.74213
-2000	-54.0541	0	3.67946
-2000	67.5676	0	3.58952
-2000	189.189	0	3.47425
-2000	310.811	0	3.33667
-2000	432.432	0	3.18064
-2000	554.054	0	3.0105
-2000	675.676	0	2.83074
-2000	797.297	0	2.64572
-2000	918.919	0	2.45941
-2000	1040.54	0	2.27522
-2000	1162.16	0	2.09593
-2000	1283.78	0	1.92369
-2000	1405.41	0	1.76002
-2000	1527.03	0	1.60593
-2000	1648.65	0	1.46198
-2000	1770.27	0	1.32835
-2000	1891.89	0	1.20497
-2000	2013.51	0	1.09156
-2000	2135.14	0	0.987705
-2000	2256.76	0	0.892891
-2000	2378.38	0	0.806566
-2000	2500	0	0.72815
-2000	2621.62	0	0.806566
-2000	2743.24	0	0.892891
-2000	2864.86	0	0.987705
-2000	2986.49	0	1.09156
-2000	3108.11	0	1.20497
-2000	3229.73	0	1.32835
-2000	3351.35	0	1.46198
-2000	3472.97	0	1.60593
-2000	3594.59	0	1.76002
-2000	3716.22	0	1.92369
-2000	3837.84	0	2.09593
-2000	3959.46	0	2.27522
-2000	4081.08	0	2.45941
-2000	4202.7	0	2.64572
-2000	4324.32	0	2.83074
-2000	4445.95	0	3.0105
-2000	4567.57	0	3.18064
-2000	4689.19	0	3.33667
-2000	4810.81	0	3.47425
-2000	4932.43	0	3.58952
-2000	5054.05	0	3.67946
-2000	5175.68	0	3.74213
-2000	5297.3	0	3.77677
-2000	5418.92	0	3.78389
-2000	5540.54	0	3.76507
-2000	5662.16	0	3.7228
-2000	5783.78	0	3.66019
-2000	5905.41	0	3.58068
-2000	6027.03	0	3.4878
-2000	6148.65	0	3.38492
-2000	6270.27	0	3.27515
-2000	6391.89	0	3.16119
-2000	6513.51	0	3.04535
-2000	6635.14	0	2.92952
-2000	6756.76	0	2.81518
-2000	6878.38	0	2.70349
-2000	7000	0	2.59526
-1909.09	-2000	0	2.6758
-1909.09	-1878.38	0	2.79512
-1909.09	-1756.76	0	2.91922
-1909.09	-1635.14	0	3.0473
-1909.09	-1513.51	0	3.17823
-1909.09	-1391.89	0	3.31046
-1909.09	-1270.27	0	3.44197
-1909.09	-1148.65	0	3.57019
-1909.09	-1027.03	0	3.69202
-1909.09	-905.405	0	3.80384
-1909.09	-783.784	0	3.90156
-1909.09	-662.162	0	3.98087
-1909.09	-540.541	0	4.03743
